,Date,State,Total Doses Administered
669,2021-02-03,Dadra and Nagar Haveli and Daman and Diu,9433
670,2021-03-03,Dadra and Nagar Haveli and Daman and Diu,7675
671,2021-04-03,Dadra and Nagar Haveli and Daman and Diu,7978
672,2021-05-03,Dadra and Nagar Haveli and Daman and Diu,7978
673,2021-06-03,Dadra and Nagar Haveli and Daman and Diu,13130
674,2021-07-03,Dadra and Nagar Haveli and Daman and Diu,13138
675,2021-08-03,Dadra and Nagar Haveli and Daman and Diu,13858
676,2021-09-03,Dadra and Nagar Haveli and Daman and Diu,14536
677,2021-10-03,Dadra and Nagar Haveli and Daman and Diu,15555
678,2021-11-03,Dadra and Nagar Haveli and Daman and Diu,15555
679,2021-12-03,Dadra and Nagar Haveli and Daman and Diu,16741
680,2021-03-13,Dadra and Nagar Haveli and Daman and Diu,17574
681,2021-03-14,Dadra and Nagar Haveli and Daman and Diu,17574
682,2021-03-15,Dadra and Nagar Haveli and Daman and Diu,18565
683,2021-03-16,Dadra and Nagar Haveli and Daman and Diu,19457
684,2021-03-17,Dadra and Nagar Haveli and Daman and Diu,20309
685,2021-03-18,Dadra and Nagar Haveli and Daman and Diu,22848
686,2021-03-19,Dadra and Nagar Haveli and Daman and Diu,20183
687,2021-03-20,Dadra and Nagar Haveli and Daman and Diu,22933
688,2021-03-21,Dadra and Nagar Haveli and Daman and Diu,22991
689,2021-03-22,Dadra and Nagar Haveli and Daman and Diu,23825
690,2021-03-23,Dadra and Nagar Haveli and Daman and Diu,24639
691,2021-03-24,Dadra and Nagar Haveli and Daman and Diu,25286
692,2021-03-25,Dadra and Nagar Haveli and Daman and Diu,25823
693,2021-03-26,Dadra and Nagar Haveli and Daman and Diu,26763
694,2021-03-27,Dadra and Nagar Haveli and Daman and Diu,27355
695,2021-03-28,Dadra and Nagar Haveli and Daman and Diu,27355
696,2021-03-29,Dadra and Nagar Haveli and Daman and Diu,27360
697,2021-03-30,Dadra and Nagar Haveli and Daman and Diu,28217
698,2021-03-31,Dadra and Nagar Haveli and Daman and Diu,29024
699,2021-01-04,Dadra and Nagar Haveli and Daman and Diu,0
700,2021-02-04,Dadra and Nagar Haveli and Daman and Diu,0
701,2021-03-04,Dadra and Nagar Haveli and Daman and Diu,0
702,2021-01-16,Delhi,892
703,2021-01-17,Delhi,1005
704,2021-01-18,Delhi,1366
705,2021-01-19,Delhi,3041
706,2021-01-20,Delhi,3041
707,2021-01-21,Delhi,5308
708,2021-01-22,Delhi,5331
709,2021-01-23,Delhi,12312
710,2021-01-24,Delhi,12614
711,2021-01-25,Delhi,20373
712,2021-01-26,Delhi,20427
713,2021-01-27,Delhi,27603
714,2021-01-28,Delhi,35881
715,2021-01-29,Delhi,35937
716,2021-01-30,Delhi,44758
717,2021-01-31,Delhi,44840
718,2021-01-02,Delhi,52760
719,2021-02-02,Delhi,62086
720,2021-03-02,Delhi,69462
721,2021-04-02,Delhi,78948
722,2021-05-02,Delhi,88045
723,2021-06-02,Delhi,97492
724,2021-07-02,Delhi,97495
725,2021-08-02,Delhi,107116
726,2021-09-02,Delhi,119917
727,2021-10-02,Delhi,134600
728,2021-11-02,Delhi,150348
729,2021-12-02,Delhi,164976
730,2021-02-13,Delhi,180141
731,2021-02-14,Delhi,180143
732,2021-02-15,Delhi,197031
733,2021-02-16,Delhi,214273
734,2021-02-17,Delhi,231544
735,2021-02-18,Delhi,252843
736,2021-02-19,Delhi,283629
737,2021-02-20,Delhi,309410
738,2021-02-21,Delhi,309419
739,2021-02-22,Delhi,336544
740,2021-02-23,Delhi,356662
741,2021-02-24,Delhi,375038
742,2021-02-25,Delhi,393471
743,2021-02-26,Delhi,406431
744,2021-02-27,Delhi,406431
745,2021-02-28,Delhi,406431
746,2021-01-03,Delhi,406431
747,2021-02-03,Delhi,428377
748,2021-03-03,Delhi,443842
749,2021-04-03,Delhi,460312
750,2021-05-03,Delhi,475589
751,2021-06-03,Delhi,495154
752,2021-07-03,Delhi,495243
753,2021-08-03,Delhi,516188
754,2021-09-03,Delhi,537507
755,2021-10-03,Delhi,556318
756,2021-11-03,Delhi,574313
757,2021-12-03,Delhi,594255
758,2021-03-13,Delhi,619039
759,2021-03-14,Delhi,619101
760,2021-03-15,Delhi,644989
761,2021-03-16,Delhi,670653
762,2021-03-17,Delhi,689853
763,2021-03-18,Delhi,718409
764,2021-03-19,Delhi,738615
765,2021-03-20,Delhi,770679
766,2021-03-21,Delhi,771827
767,2021-03-22,Delhi,801472
768,2021-03-23,Delhi,833147
769,2021-03-24,Delhi,850986
770,2021-03-25,Delhi,879844
771,2021-03-26,Delhi,895000
772,2021-03-27,Delhi,922005
773,2021-03-28,Delhi,922289
774,2021-03-29,Delhi,922336
775,2021-03-30,Delhi,950205
776,2021-03-31,Delhi,969135
777,2021-01-04,Delhi,1005829
778,2021-02-04,Delhi,1045243
779,2021-03-04,Delhi,1082182
780,2021-01-16,Goa,50
781,2021-01-17,Goa,50
782,2021-01-18,Goa,47
783,2021-01-19,Goa,72
784,2021-01-20,Goa,72
785,2021-01-21,Goa,72
786,2021-01-22,Goa,300
787,2021-01-23,Goa,971
788,2021-01-24,Goa,1033
789,2021-01-25,Goa,1285
790,2021-01-26,Goa,1290
791,2021-01-27,Goa,1844
792,2021-01-28,Goa,2394
793,2021-01-29,Goa,2752
794,2021-01-30,Goa,3464
795,2021-01-31,Goa,3466
796,2021-01-02,Goa,3860
797,2021-02-02,Goa,4720
798,2021-03-02,Goa,5582
799,2021-04-02,Goa,6532
800,2021-05-02,Goa,7195
801,2021-06-02,Goa,7460
802,2021-07-02,Goa,7462
803,2021-08-02,Goa,7800
804,2021-09-02,Goa,8607
805,2021-10-02,Goa,9656
806,2021-11-02,Goa,11086
807,2021-12-02,Goa,12743
808,2021-02-13,Goa,13586
809,2021-02-14,Goa,13586
810,2021-02-15,Goa,14279
811,2021-02-16,Goa,14463
812,2021-02-17,Goa,15040
813,2021-02-18,Goa,14303
814,2021-02-19,Goa,16002
815,2021-02-20,Goa,17395
816,2021-02-21,Goa,17395
817,2021-02-22,Goa,18143
818,2021-02-23,Goa,18419
819,2021-02-24,Goa,19851
820,2021-02-25,Goa,21121
821,2021-02-26,Goa,22620
822,2021-02-27,Goa,22620
823,2021-02-28,Goa,22620
824,2021-01-03,Goa,22620
825,2021-02-03,Goa,27005
826,2021-03-03,Goa,31430
827,2021-04-03,Goa,36170
828,2021-05-03,Goa,40430
829,2021-06-03,Goa,43800
830,2021-07-03,Goa,43808
831,2021-08-03,Goa,47499
832,2021-09-03,Goa,51111
833,2021-10-03,Goa,54628
834,2021-11-03,Goa,57890
835,2021-12-03,Goa,63695
836,2021-03-13,Goa,67503
837,2021-03-14,Goa,67515
838,2021-03-15,Goa,73050
839,2021-03-16,Goa,78490
840,2021-03-17,Goa,81714
841,2021-03-18,Goa,84209
842,2021-03-19,Goa,87454
843,2021-03-20,Goa,90583
844,2021-03-21,Goa,90667
845,2021-03-22,Goa,93850
846,2021-03-23,Goa,97074
847,2021-03-24,Goa,100269
848,2021-03-25,Goa,103215
849,2021-03-26,Goa,106373
850,2021-03-27,Goa,108855
851,2021-03-28,Goa,108854
852,2021-03-29,Goa,109662
853,2021-03-30,Goa,113617
854,2021-03-31,Goa,116777
855,2021-01-04,Goa,120226
856,2021-02-04,Goa,123548
857,2021-03-04,Goa,126638
858,2021-01-16,Gujarat,1146
859,2021-01-17,Gujarat,2313
860,2021-01-18,Gujarat,2182
861,2021-01-19,Gujarat,4842
862,2021-01-20,Gujarat,4877
863,2021-01-21,Gujarat,8350
864,2021-01-22,Gujarat,13183
865,2021-01-23,Gujarat,44873
866,2021-01-24,Gujarat,46456
867,2021-01-25,Gujarat,62496
868,2021-01-26,Gujarat,62729
869,2021-01-27,Gujarat,68817
870,2021-01-28,Gujarat,132621
871,2021-01-29,Gujarat,187038
872,2021-01-30,Gujarat,211551
873,2021-01-31,Gujarat,251207
874,2021-01-02,Gujarat,284170
875,2021-02-02,Gujarat,306639
876,2021-03-02,Gujarat,326450
877,2021-04-02,Gujarat,360502
878,2021-05-02,Gujarat,404841
879,2021-06-02,Gujarat,448811
880,2021-07-02,Gujarat,468838
881,2021-08-02,Gujarat,537364
882,2021-09-02,Gujarat,617709
883,2021-10-02,Gujarat,683599
884,2021-11-02,Gujarat,726174
885,2021-12-02,Gujarat,749435
886,2021-02-13,Gujarat,759801
887,2021-02-14,Gujarat,761555
888,2021-02-15,Gujarat,783293
889,2021-02-16,Gujarat,799296
890,2021-02-17,Gujarat,806425
891,2021-02-18,Gujarat,799523
892,2021-02-19,Gujarat,843816
893,2021-02-20,Gujarat,869257
894,2021-02-21,Gujarat,870310
895,2021-02-22,Gujarat,884999
896,2021-02-23,Gujarat,892463
897,2021-02-24,Gujarat,896424
898,2021-02-25,Gujarat,943860
899,2021-02-26,Gujarat,989315
900,2021-02-27,Gujarat,989319
901,2021-02-28,Gujarat,989369
902,2021-01-03,Gujarat,989369
903,2021-02-03,Gujarat,1153267
904,2021-03-03,Gujarat,1234893
905,2021-04-03,Gujarat,1397814
906,2021-05-03,Gujarat,1580465
907,2021-06-03,Gujarat,1745473
908,2021-07-03,Gujarat,1749600
909,2021-08-03,Gujarat,1919226
910,2021-09-03,Gujarat,2087982
911,2021-10-03,Gujarat,2141045
912,2021-11-03,Gujarat,2151363
913,2021-12-03,Gujarat,2335234
914,2021-03-13,Gujarat,2468717
915,2021-03-14,Gujarat,2479714
916,2021-03-15,Gujarat,2634461
917,2021-03-16,Gujarat,2787740
918,2021-03-17,Gujarat,2834970
919,2021-03-18,Gujarat,3022869
920,2021-03-19,Gujarat,3207358
921,2021-03-20,Gujarat,3438103
922,2021-03-21,Gujarat,3644873
923,2021-03-22,Gujarat,3816630
924,2021-03-23,Gujarat,4081309
925,2021-03-24,Gujarat,4259053
926,2021-03-25,Gujarat,4491890
927,2021-03-26,Gujarat,4730253
928,2021-03-27,Gujarat,4978350
929,2021-03-28,Gujarat,5065120
930,2021-03-29,Gujarat,5082440
931,2021-03-30,Gujarat,5287746
932,2021-03-31,Gujarat,5495997
933,2021-01-04,Gujarat,5790907
934,2021-02-04,Gujarat,6270235
935,2021-03-04,Gujarat,6644757
936,2021-01-16,Haryana,1864
937,2021-01-17,Haryana,2069
938,2021-01-18,Haryana,5360
939,2021-01-19,Haryana,11728
940,2021-01-20,Haryana,12354
941,2021-01-21,Haryana,21411
942,2021-01-22,Haryana,33730
943,2021-01-23,Haryana,43350
944,2021-01-24,Haryana,44934
945,2021-01-25,Haryana,72277
946,2021-01-26,Haryana,72583
947,2021-01-27,Haryana,80541
948,2021-01-28,Haryana,87153
949,2021-01-29,Haryana,92685
950,2021-01-30,Haryana,95143
951,2021-01-31,Haryana,95245
952,2021-01-02,Haryana,96304
953,2021-02-02,Haryana,97213
954,2021-03-02,Haryana,99192
955,2021-04-02,Haryana,103334
956,2021-05-02,Haryana,107280
957,2021-06-02,Haryana,108966
958,2021-07-02,Haryana,110591
959,2021-08-02,Haryana,140415
960,2021-09-02,Haryana,157055
961,2021-10-02,Haryana,164151
962,2021-11-02,Haryana,171926
963,2021-12-02,Haryana,176310
964,2021-02-13,Haryana,178657
965,2021-02-14,Haryana,178664
966,2021-02-15,Haryana,188482
967,2021-02-16,Haryana,190197
968,2021-02-17,Haryana,195563
969,2021-02-18,Haryana,206032
970,2021-02-19,Haryana,218170
971,2021-02-20,Haryana,223857
972,2021-02-21,Haryana,224225
973,2021-02-22,Haryana,244791
974,2021-02-23,Haryana,257756
975,2021-02-24,Haryana,260336
976,2021-02-25,Haryana,275940
977,2021-02-26,Haryana,280173
978,2021-02-27,Haryana,280175
979,2021-02-28,Haryana,280181
980,2021-01-03,Haryana,280181
981,2021-02-03,Haryana,290716
982,2021-03-03,Haryana,295902
983,2021-04-03,Haryana,311564
984,2021-05-03,Haryana,327198
985,2021-06-03,Haryana,336481
986,2021-07-03,Haryana,337525
987,2021-08-03,Haryana,365090
988,2021-09-03,Haryana,395220
989,2021-10-03,Haryana,407945
990,2021-11-03,Haryana,417100
991,2021-12-03,Haryana,454799
992,2021-03-13,Haryana,471310
993,2021-03-14,Haryana,475325
994,2021-03-15,Haryana,596586
995,2021-03-16,Haryana,676870
996,2021-03-17,Haryana,697284
997,2021-03-18,Haryana,767014
998,2021-03-19,Haryana,826978
999,2021-03-20,Haryana,850544
1000,2021-03-21,Haryana,856523
1001,2021-03-22,Haryana,1002647
1002,2021-03-23,Haryana,1089125
1003,2021-03-24,Haryana,1108229
1004,2021-03-25,Haryana,1161106
1005,2021-03-26,Haryana,1210962
1006,2021-03-27,Haryana,1232813
1007,2021-03-28,Haryana,1236089
1008,2021-03-29,Haryana,1236650
1009,2021-03-30,Haryana,1353261
1010,2021-03-31,Haryana,1442186
1011,2021-01-04,Haryana,1520585
1012,2021-02-04,Haryana,1615844
1013,2021-03-04,Haryana,1662873
1014,2021-01-16,Himachal Pradesh,202
1015,2021-01-17,Himachal Pradesh,202
1016,2021-01-18,Himachal Pradesh,352
1017,2021-01-19,Himachal Pradesh,448
1018,2021-01-20,Himachal Pradesh,448
1019,2021-01-21,Himachal Pradesh,610
1020,2021-01-22,Himachal Pradesh,1427
1021,2021-01-23,Himachal Pradesh,5396
1022,2021-01-24,Himachal Pradesh,5594
1023,2021-01-25,Himachal Pradesh,6104
1024,2021-01-26,Himachal Pradesh,6188
1025,2021-01-27,Himachal Pradesh,8859
1026,2021-01-28,Himachal Pradesh,13883
1027,2021-01-29,Himachal Pradesh,17978
1028,2021-01-30,Himachal Pradesh,22787
1029,2021-01-31,Himachal Pradesh,22798
1030,2021-01-02,Himachal Pradesh,28464
1031,2021-02-02,Himachal Pradesh,34218
1032,2021-03-02,Himachal Pradesh,38734
1033,2021-04-02,Himachal Pradesh,43053
1034,2021-05-02,Himachal Pradesh,46401
1035,2021-06-02,Himachal Pradesh,49335
1036,2021-07-02,Himachal Pradesh,49338
1037,2021-08-02,Himachal Pradesh,52715
1038,2021-09-02,Himachal Pradesh,56021
1039,2021-10-02,Himachal Pradesh,60848
1040,2021-11-02,Himachal Pradesh,66825
1041,2021-12-02,Himachal Pradesh,73945
1042,2021-02-13,Himachal Pradesh,77192
1043,2021-02-14,Himachal Pradesh,77192
1044,2021-02-15,Himachal Pradesh,80952
1045,2021-02-16,Himachal Pradesh,84718
1046,2021-02-17,Himachal Pradesh,90616
1047,2021-02-18,Himachal Pradesh,88620
1048,2021-02-19,Himachal Pradesh,100648
1049,2021-02-20,Himachal Pradesh,106400
1050,2021-02-21,Himachal Pradesh,106629
1051,2021-02-22,Himachal Pradesh,108120
1052,2021-02-23,Himachal Pradesh,109590
1053,2021-02-24,Himachal Pradesh,110920
1054,2021-02-25,Himachal Pradesh,116818
1055,2021-02-26,Himachal Pradesh,121420
1056,2021-02-27,Himachal Pradesh,121420
1057,2021-02-28,Himachal Pradesh,121420
1058,2021-01-03,Himachal Pradesh,121420
1059,2021-02-03,Himachal Pradesh,132714
1060,2021-03-03,Himachal Pradesh,139479
1061,2021-04-03,Himachal Pradesh,148541
1062,2021-05-03,Himachal Pradesh,158469
1063,2021-06-03,Himachal Pradesh,165915
1064,2021-07-03,Himachal Pradesh,168003
1065,2021-08-03,Himachal Pradesh,176202
1066,2021-09-03,Himachal Pradesh,192987
1067,2021-10-03,Himachal Pradesh,202759
1068,2021-11-03,Himachal Pradesh,203440
1069,2021-12-03,Himachal Pradesh,222632
1070,2021-03-13,Himachal Pradesh,229552
1071,2021-03-14,Himachal Pradesh,230874
1072,2021-03-15,Himachal Pradesh,242909
1073,2021-03-16,Himachal Pradesh,273021
1074,2021-03-17,Himachal Pradesh,282288
1075,2021-03-18,Himachal Pradesh,305579
1076,2021-03-19,Himachal Pradesh,322657
1077,2021-03-20,Himachal Pradesh,332409
1078,2021-03-21,Himachal Pradesh,333857
1079,2021-03-22,Himachal Pradesh,341495
1080,2021-03-23,Himachal Pradesh,360146
1081,2021-03-24,Himachal Pradesh,370585
1082,2021-03-25,Himachal Pradesh,401524
1083,2021-03-26,Himachal Pradesh,418960
1084,2021-03-27,Himachal Pradesh,435568
1085,2021-03-28,Himachal Pradesh,436378
1086,2021-03-29,Himachal Pradesh,437154
1087,2021-03-30,Himachal Pradesh,460347
1088,2021-03-31,Himachal Pradesh,468239
1089,2021-01-04,Himachal Pradesh,500708
1090,2021-02-04,Himachal Pradesh,516180
1091,2021-03-04,Himachal Pradesh,529374
1092,2021-01-16,Jammu and Kashmir,377
1093,2021-01-17,Jammu and Kashmir,421
1094,2021-01-18,Jammu and Kashmir,672
1095,2021-01-19,Jammu and Kashmir,1369
1096,2021-01-20,Jammu and Kashmir,1369
1097,2021-01-21,Jammu and Kashmir,2296
1098,2021-01-22,Jammu and Kashmir,3807
1099,2021-01-23,Jammu and Kashmir,5593
1100,2021-01-24,Jammu and Kashmir,5893
1101,2021-01-25,Jammu and Kashmir,10498
1102,2021-01-26,Jammu and Kashmir,10626
1103,2021-01-27,Jammu and Kashmir,11562
1104,2021-01-28,Jammu and Kashmir,17280
1105,2021-01-29,Jammu and Kashmir,21124
1106,2021-01-30,Jammu and Kashmir,21261
1107,2021-01-31,Jammu and Kashmir,21268
1108,2021-01-02,Jammu and Kashmir,21322
1109,2021-02-02,Jammu and Kashmir,21352
1110,2021-03-02,Jammu and Kashmir,21478
1111,2021-04-02,Jammu and Kashmir,27796
1112,2021-05-02,Jammu and Kashmir,33899
1113,2021-06-02,Jammu and Kashmir,40909
1114,2021-07-02,Jammu and Kashmir,41543
1115,2021-08-02,Jammu and Kashmir,51872
1116,2021-09-02,Jammu and Kashmir,63529
1117,2021-10-02,Jammu and Kashmir,65779
1118,2021-11-02,Jammu and Kashmir,83295
1119,2021-12-02,Jammu and Kashmir,100823
1120,2021-02-13,Jammu and Kashmir,118399
1121,2021-02-14,Jammu and Kashmir,119015
1122,2021-02-15,Jammu and Kashmir,136032
1123,2021-02-16,Jammu and Kashmir,150271
1124,2021-02-17,Jammu and Kashmir,151145
1125,2021-02-18,Jammu and Kashmir,166429
1126,2021-02-19,Jammu and Kashmir,181492
1127,2021-02-20,Jammu and Kashmir,192355
1128,2021-02-21,Jammu and Kashmir,192581
1129,2021-02-22,Jammu and Kashmir,204193
1130,2021-02-23,Jammu and Kashmir,212075
1131,2021-02-24,Jammu and Kashmir,212702
1132,2021-02-25,Jammu and Kashmir,226087
1133,2021-02-26,Jammu and Kashmir,238073
1134,2021-02-27,Jammu and Kashmir,238073
1135,2021-02-28,Jammu and Kashmir,238075
1136,2021-01-03,Jammu and Kashmir,238075
1137,2021-02-03,Jammu and Kashmir,258723
1138,2021-03-03,Jammu and Kashmir,260977
1139,2021-04-03,Jammu and Kashmir,277184
1140,2021-05-03,Jammu and Kashmir,294559
1141,2021-06-03,Jammu and Kashmir,313949
1142,2021-07-03,Jammu and Kashmir,314237
1143,2021-08-03,Jammu and Kashmir,339975
1144,2021-09-03,Jammu and Kashmir,369289
1145,2021-10-03,Jammu and Kashmir,371101
1146,2021-11-03,Jammu and Kashmir,372733
1147,2021-12-03,Jammu and Kashmir,376652
1148,2021-03-13,Jammu and Kashmir,418880
1149,2021-03-14,Jammu and Kashmir,419779
1150,2021-03-15,Jammu and Kashmir,461015
1151,2021-03-16,Jammu and Kashmir,500833
1152,2021-03-17,Jammu and Kashmir,503250
1153,2021-03-18,Jammu and Kashmir,543694
1154,2021-03-19,Jammu and Kashmir,565278
1155,2021-03-20,Jammu and Kashmir,580982
1156,2021-03-21,Jammu and Kashmir,582819
1157,2021-03-22,Jammu and Kashmir,612546
1158,2021-03-23,Jammu and Kashmir,640591
1159,2021-03-24,Jammu and Kashmir,642804
1160,2021-03-25,Jammu and Kashmir,677341
1161,2021-03-26,Jammu and Kashmir,704150
1162,2021-03-27,Jammu and Kashmir,728983
1163,2021-03-28,Jammu and Kashmir,729986
1164,2021-03-29,Jammu and Kashmir,754513
1165,2021-03-30,Jammu and Kashmir,781228
1166,2021-03-31,Jammu and Kashmir,782934
1167,2021-01-04,Jammu and Kashmir,814350
1168,2021-02-04,Jammu and Kashmir,853809
1169,2021-03-04,Jammu and Kashmir,885755
1170,2021-01-16,Jharkhand,344
1171,2021-01-17,Jharkhand,344
1172,2021-01-18,Jharkhand,749
1173,2021-01-19,Jharkhand,1455
1174,2021-01-20,Jharkhand,2258
1175,2021-01-21,Jharkhand,2258
1176,2021-01-22,Jharkhand,4023
1177,2021-01-23,Jharkhand,4117
1178,2021-01-24,Jharkhand,4573
1179,2021-01-25,Jharkhand,8636
1180,2021-01-26,Jharkhand,8708
1181,2021-01-27,Jharkhand,15269
1182,2021-01-28,Jharkhand,15617
1183,2021-01-29,Jharkhand,23685
1184,2021-01-30,Jharkhand,31477
1185,2021-01-31,Jharkhand,31672
1186,2021-01-02,Jharkhand,39147
1187,2021-02-02,Jharkhand,46900
1188,2021-03-02,Jharkhand,58991
1189,2021-04-02,Jharkhand,66209
1190,2021-05-02,Jharkhand,77034
1191,2021-06-02,Jharkhand,86786
1192,2021-07-02,Jharkhand,96697
1193,2021-08-02,Jharkhand,113951
1194,2021-09-02,Jharkhand,133247
1195,2021-10-02,Jharkhand,152985
1196,2021-11-02,Jharkhand,167957
1197,2021-12-02,Jharkhand,181722
1198,2021-02-13,Jharkhand,197934
1199,2021-02-14,Jharkhand,205424
1200,2021-02-15,Jharkhand,219873
1201,2021-02-16,Jharkhand,228558
1202,2021-02-17,Jharkhand,241010
1203,2021-02-18,Jharkhand,249047
1204,2021-02-19,Jharkhand,262687
1205,2021-02-20,Jharkhand,271129
1206,2021-02-21,Jharkhand,273466
1207,2021-02-22,Jharkhand,281976
1208,2021-02-23,Jharkhand,289373
1209,2021-02-24,Jharkhand,298027
1210,2021-02-25,Jharkhand,304309
1211,2021-02-26,Jharkhand,313438
1212,2021-02-27,Jharkhand,313438
1213,2021-02-28,Jharkhand,313438
1214,2021-01-03,Jharkhand,313438
1215,2021-02-03,Jharkhand,332286
1216,2021-03-03,Jharkhand,350716
1217,2021-04-03,Jharkhand,368393
1218,2021-05-03,Jharkhand,389443
1219,2021-06-03,Jharkhand,410219
1220,2021-07-03,Jharkhand,416787
1221,2021-08-03,Jharkhand,442754
1222,2021-09-03,Jharkhand,472288
1223,2021-10-03,Jharkhand,507153
1224,2021-11-03,Jharkhand,523979
1225,2021-12-03,Jharkhand,560019
1226,2021-03-13,Jharkhand,590001
1227,2021-03-14,Jharkhand,610647
1228,2021-03-15,Jharkhand,653845
1229,2021-03-16,Jharkhand,696505
1230,2021-03-17,Jharkhand,736427
1231,2021-03-18,Jharkhand,769214
1232,2021-03-19,Jharkhand,802902
1233,2021-03-20,Jharkhand,909085
1234,2021-03-21,Jharkhand,1073070
1235,2021-03-22,Jharkhand,1116466
1236,2021-03-23,Jharkhand,1270863
1237,2021-03-24,Jharkhand,1390474
1238,2021-03-25,Jharkhand,1431231
1239,2021-03-26,Jharkhand,1492800
1240,2021-03-27,Jharkhand,1591980
1241,2021-03-28,Jharkhand,1605898
1242,2021-03-29,Jharkhand,1607533
1243,2021-03-30,Jharkhand,1618111
1244,2021-03-31,Jharkhand,1641584
1245,2021-01-04,Jharkhand,1667757
1246,2021-02-04,Jharkhand,1705795
1247,2021-03-04,Jharkhand,1733001
1248,2021-01-16,Karnataka,3810
1249,2021-01-17,Karnataka,4506
1250,2021-01-18,Karnataka,14755
1251,2021-01-19,Karnataka,25142
1252,2021-01-20,Karnataka,36705
1253,2021-01-21,Karnataka,47344
1254,2021-01-22,Karnataka,77432
1255,2021-01-23,Karnataka,84585
1256,2021-01-24,Karnataka,93426
1257,2021-01-25,Karnataka,138721
1258,2021-01-26,Karnataka,140856
1259,2021-01-27,Karnataka,196089
1260,2021-01-28,Karnataka,215875
1261,2021-01-29,Karnataka,234619
1262,2021-01-30,Karnataka,246438
1263,2021-01-31,Karnataka,247613
1264,2021-01-02,Karnataka,249931
1265,2021-02-02,Karnataka,250715
1266,2021-03-02,Karnataka,251723
1267,2021-04-02,Karnataka,265577
1268,2021-05-02,Karnataka,295307
1269,2021-06-02,Karnataka,321521
1270,2021-07-02,Karnataka,325554
1271,2021-08-02,Karnataka,350327
1272,2021-09-02,Karnataka,379152
1273,2021-10-02,Karnataka,403105
1274,2021-11-02,Karnataka,415241
1275,2021-12-02,Karnataka,430303
1276,2021-02-13,Karnataka,435685
1277,2021-02-14,Karnataka,435835
1278,2021-02-15,Karnataka,462838
1279,2021-02-16,Karnataka,501618
1280,2021-02-17,Karnataka,560044
1281,2021-02-18,Karnataka,537677
1282,2021-02-19,Karnataka,637368
1283,2021-02-20,Karnataka,663860
1284,2021-02-21,Karnataka,665580
1285,2021-02-22,Karnataka,705083
1286,2021-02-23,Karnataka,738792
1287,2021-02-24,Karnataka,777394
1288,2021-02-25,Karnataka,802101
1289,2021-02-26,Karnataka,833025
1290,2021-02-27,Karnataka,833025
1291,2021-02-28,Karnataka,833025
1292,2021-01-03,Karnataka,833025
1293,2021-02-03,Karnataka,845726
1294,2021-03-03,Karnataka,860417
1295,2021-04-03,Karnataka,875597
1296,2021-05-03,Karnataka,897268
1297,2021-06-03,Karnataka,923407
1298,2021-07-03,Karnataka,925831
1299,2021-08-03,Karnataka,994382
1300,2021-09-03,Karnataka,1044483
1301,2021-10-03,Karnataka,1142206
1302,2021-11-03,Karnataka,1159644
1303,2021-12-03,Karnataka,1268157
1304,2021-03-13,Karnataka,1320923
1305,2021-03-14,Karnataka,1340528
1306,2021-03-15,Karnataka,1511386
1307,2021-03-16,Karnataka,1624347
1308,2021-03-17,Karnataka,1858091
1309,2021-03-18,Karnataka,1965507
1310,2021-03-19,Karnataka,2200075
1311,2021-03-20,Karnataka,2395513
1312,2021-03-21,Karnataka,2426502
1313,2021-03-22,Karnataka,2614216
1314,2021-03-23,Karnataka,2756561
1315,2021-03-24,Karnataka,2934392
1316,2021-03-25,Karnataka,3023570
1317,2021-03-26,Karnataka,3179608
1318,2021-03-27,Karnataka,3297782
1319,2021-03-28,Karnataka,3316681
1320,2021-03-29,Karnataka,3450186
1321,2021-03-30,Karnataka,3564064
1322,2021-03-31,Karnataka,3709172
1323,2021-01-04,Karnataka,3820242
1324,2021-02-04,Karnataka,3995093
1325,2021-03-04,Karnataka,4166081
1326,2021-01-16,Kerala,1681
1327,2021-01-17,Kerala,1836
1328,2021-01-18,Kerala,2566
1329,2021-01-19,Kerala,5355
1330,2021-01-20,Kerala,5398
1331,2021-01-21,Kerala,9175
1332,2021-01-22,Kerala,15501
1333,2021-01-23,Kerala,21944
1334,2021-01-24,Kerala,23324
1335,2021-01-25,Kerala,43561
1336,2021-01-26,Kerala,43766
1337,2021-01-27,Kerala,58323
1338,2021-01-28,Kerala,82794
1339,2021-01-29,Kerala,110719
1340,2021-01-30,Kerala,134225
1341,2021-01-31,Kerala,140906
1342,2021-01-02,Kerala,173482
1343,2021-02-02,Kerala,204449
1344,2021-03-02,Kerala,225664
1345,2021-04-02,Kerala,250831
1346,2021-05-02,Kerala,266068
1347,2021-06-02,Kerala,271731
1348,2021-07-02,Kerala,272221
1349,2021-08-02,Kerala,287787
1350,2021-09-02,Kerala,302655
1351,2021-10-02,Kerala,306802
1352,2021-11-02,Kerala,314425
1353,2021-12-02,Kerala,326974
1354,2021-02-13,Kerala,338167
1355,2021-02-14,Kerala,340452
1356,2021-02-15,Kerala,357263
1357,2021-02-16,Kerala,382629
1358,2021-02-17,Kerala,392764
1359,2021-02-18,Kerala,401317
1360,2021-02-19,Kerala,432564
1361,2021-02-20,Kerala,445561
1362,2021-02-21,Kerala,445939
1363,2021-02-22,Kerala,469633
1364,2021-02-23,Kerala,484753
1365,2021-02-24,Kerala,501243
1366,2021-02-25,Kerala,538367
1367,2021-02-26,Kerala,593333
