,Date,abbreviation,Confirmed,Deceased,Recovered,State,population,Total Doses Administered
1280,2021-02-28,NL,1,0,3,Nagaland,1978502,32408
1281,2021-02-28,PB,579,7,376,Punjab,27743338,181693
1282,2021-02-28,RJ,156,0,102,Rajasthan,68548437,1010422
1283,2021-02-28,SK,8,0,6,Sikkim,610577,19112
1284,2021-02-28,TG,176,1,163,Telangana,35200000,419089
1285,2021-02-28,TN,479,3,490,Tamil Nadu,72147030,319966
1286,2021-02-28,TN,479,3,490,Tamil Nadu,67900000,319966
1287,2021-02-28,TR,0,0,0,Tripura,3673917,109091
1288,2021-02-28,TR,0,0,0,Tripura,3600000,109091
1289,2021-02-28,UP,100,0,143,Uttar Pradesh,199812341,1668631
1290,2021-02-28,UT,43,0,11,Uttarakhand,10086292,168604
1291,2021-02-28,WB,192,2,216,West Bengal,91276115,1092729
1292,2021-03-02,AN,0,0,0,Andaman and Nicobar Islands,380581,2107
1293,2021-03-02,AP,106,0,57,Andhra Pradesh,49700000,161302
1294,2021-03-02,AR,1,0,0,Arunachal Pradesh,1383727,6758
1295,2021-03-02,AS,15,0,14,Assam,31205576,36100
1296,2021-03-02,BR,41,0,42,Bihar,104099452,219359
1297,2021-03-02,CH,67,1,24,Chandigarh,1055450,2808
1298,2021-03-02,CT,216,2,258,Chhattisgarh,25545198,86044
1299,2021-03-02,DL,217,0,78,Delhi,"16,787,941",69462
1300,2021-03-02,GA,47,0,48,Goa,1458545,5582
1301,2021-03-02,GJ,454,0,361,Gujarat,60439692,326450
1302,2021-03-02,HP,23,0,20,Himachal Pradesh,6864602,38734
1303,2021-03-02,HR,175,2,113,Haryana,25351462,99192
1304,2021-03-02,JH,51,0,38,Jharkhand,32988134,58991
1305,2021-03-02,JK,85,0,94,Jammu and Kashmir,12541302,21478
1306,2021-03-02,KA,437,7,309,Karnataka,61095297,251723
1307,2021-03-02,KL,2938,16,3512,Kerala,33406061,225664
1308,2021-03-02,LD,10,0,1,Lakshadweep,"64,473",807
1309,2021-03-02,MH,7863,54,6332,Maharashtra,112374333,318918
1310,2021-03-02,ML,3,0,5,Meghalaya,2966889,3565
1311,2021-03-02,MN,8,0,5,Manipur,2855794,4683
1312,2021-03-02,MP,331,0,259,Madhya Pradesh,72626809,319623
1313,2021-03-02,MZ,3,0,1,Mizoram,1097206,8525
1314,2021-03-02,NL,0,0,0,Nagaland,1978502,3781
1315,2021-03-02,PB,729,10,374,Punjab,27743338,52241
1316,2021-03-02,RJ,102,0,66,Rajasthan,68548437,343265
1317,2021-03-02,SK,2,0,10,Sikkim,610577,3084
1318,2021-03-02,TG,163,1,157,Telangana,35200000,103183
1319,2021-03-02,TN,462,1,473,Tamil Nadu,72147030,98750
1320,2021-03-02,TN,462,1,473,Tamil Nadu,67900000,98750
1321,2021-03-02,TR,0,0,0,Tripura,3673917,24413
1322,2021-03-02,TR,0,0,0,Tripura,3600000,24413
1323,2021-03-02,UP,103,1,98,Uttar Pradesh,199812341,435645
1324,2021-03-02,UT,70,0,65,Uttarakhand,10086292,50614
1325,2021-03-02,WB,171,2,209,West Bengal,91276115,271828
1326,2021-03-03,AN,2,0,0,Andaman and Nicobar Islands,380581,8837
1327,2021-03-03,AP,135,1,82,Andhra Pradesh,49700000,724119
1328,2021-03-03,AR,0,0,0,Arunachal Pradesh,1383727,37937
1329,2021-03-03,AS,8,0,19,Assam,31205576,268169
1330,2021-03-03,BR,31,1,50,Bihar,104099452,689592
1331,2021-03-03,CH,56,1,24,Chandigarh,1055450,23900
1332,2021-03-03,CT,267,4,138,Chhattisgarh,25545198,488780
1333,2021-03-03,DL,240,3,196,Delhi,"16,787,941",443842
1334,2021-03-03,GA,70,0,42,Goa,1458545,31430
1335,2021-03-03,GJ,475,1,358,Gujarat,60439692,1234893
1336,2021-03-03,HP,77,0,19,Himachal Pradesh,6864602,139479
1337,2021-03-03,HR,240,0,118,Haryana,25351462,295902
1338,2021-03-03,JH,31,0,56,Jharkhand,32988134,350716
1339,2021-03-03,JK,104,0,49,Jammu and Kashmir,12541302,260977
1340,2021-03-03,KA,528,3,413,Karnataka,61095297,860417
1341,2021-03-03,KL,2765,15,4031,Kerala,33406061,691858
1342,2021-03-03,LD,7,0,16,Lakshadweep,"64,473",1931
1343,2021-03-03,MH,9855,42,6559,Maharashtra,112374333,1317336
1344,2021-03-03,ML,0,0,1,Meghalaya,2966889,48103
1345,2021-03-03,MN,1,0,2,Manipur,2855794,57367
1346,2021-03-03,MP,417,0,293,Madhya Pradesh,72626809,908051
1347,2021-03-03,MZ,1,0,1,Mizoram,1097206,37776
1348,2021-03-03,NL,5,0,0,Nagaland,1978502,35478
1349,2021-03-03,PB,772,12,365,Punjab,27743338,211462
1350,2021-03-03,RJ,215,0,85,Rajasthan,68548437,1423769
1351,2021-03-03,SK,3,0,11,Sikkim,610577,22602
1352,2021-03-03,TG,168,0,163,Telangana,35200000,438614
1353,2021-03-03,TN,489,2,494,Tamil Nadu,72147030,400506
1354,2021-03-03,TN,489,2,494,Tamil Nadu,67900000,400506
1355,2021-03-03,TR,3,0,2,Tripura,3673917,119114
1356,2021-03-03,TR,3,0,2,Tripura,3600000,119114
1357,2021-03-03,UP,77,0,134,Uttar Pradesh,199812341,1682667
1358,2021-03-03,UT,45,0,31,Uttarakhand,10086292,194732
1359,2021-03-03,WB,225,2,231,West Bengal,91276115,1261351
1360,2021-03-04,AN,2,0,1,Andaman and Nicobar Islands,380581,21712
1361,2021-03-04,AP,102,1,56,Andhra Pradesh,49700000,2847620
1362,2021-03-04,AR,0,0,0,Arunachal Pradesh,1383727,103463
1363,2021-03-04,AS,20,0,15,Assam,31205576,1188411
1364,2021-03-04,BR,40,1,40,Bihar,104099452,3119279
1365,2021-03-04,CH,78,0,36,Chandigarh,1055450,77861
1366,2021-03-04,CT,235,3,203,Chhattisgarh,25545198,2593273
1367,2021-03-04,DL,261,1,143,Delhi,"16,787,941",1082182
1368,2021-03-04,GA,69,2,38,Goa,1458545,126638
1369,2021-03-04,GJ,480,0,369,Gujarat,60439692,6644757
1370,2021-03-04,HP,65,0,20,Himachal Pradesh,6864602,529374
1371,2021-03-04,HR,294,0,149,Haryana,25351462,1662873
1372,2021-03-04,JH,61,1,47,Jharkhand,32988134,1733001
1373,2021-03-04,JK,79,1,70,Jammu and Kashmir,12541302,885755
1374,2021-03-04,KA,571,4,496,Karnataka,61095297,4166081
1375,2021-03-04,KL,2616,14,4156,Kerala,33406061,2710291
1376,2021-03-04,LD,12,0,24,Lakshadweep,"64,473",6915
1377,2021-03-04,MH,8998,60,6135,Maharashtra,112374333,5829729
1378,2021-03-04,ML,0,0,1,Meghalaya,2966889,120796
1379,2021-03-04,MN,0,0,0,Manipur,2855794,118151
1380,2021-03-04,MP,440,1,228,Madhya Pradesh,72626809,3799033
1381,2021-03-04,MZ,0,0,2,Mizoram,1097206,71952
1382,2021-03-04,NL,5,0,2,Nagaland,1978502,84359
1383,2021-03-04,PB,1071,15,385,Punjab,27743338,1091874
1384,2021-03-04,RJ,156,1,116,Rajasthan,68548437,6265299
1385,2021-03-04,SK,4,0,1,Sikkim,610577,79453
1386,2021-03-04,TG,152,2,114,Telangana,35200000,1231278
1387,2021-03-04,TN,482,4,490,Tamil Nadu,72147030,3083959
1388,2021-03-04,TN,482,4,490,Tamil Nadu,67900000,3083959
1389,2021-03-04,TR,2,0,9,Tripura,3673917,718281
1390,2021-03-04,TR,2,0,9,Tripura,3600000,718281
1391,2021-03-04,UP,119,1,114,Uttar Pradesh,199812341,6267728
1392,2021-03-04,UT,100,0,19,Uttarakhand,10086292,767226
1393,2021-03-04,WB,209,1,217,West Bengal,91276115,5571559
1394,2021-03-13,AN,1,0,3,Andaman and Nicobar Islands,380581,14133
1395,2021-03-13,AP,175,2,132,Andhra Pradesh,49700000,1085975
1396,2021-03-13,AR,0,0,1,Arunachal Pradesh,1383727,58665
1397,2021-03-13,AS,14,1,22,Assam,31205576,553725
1398,2021-03-13,BR,38,1,28,Bihar,104099452,1365157
1399,2021-03-13,CH,144,1,47,Chandigarh,1055450,44001
1400,2021-03-13,CT,543,6,344,Chhattisgarh,25545198,892387
1401,2021-03-13,DL,419,3,302,Delhi,"16,787,941",619039
1402,2021-03-13,GA,93,1,70,Goa,1458545,67503
1403,2021-03-13,GJ,775,2,579,Gujarat,60439692,2468717
1404,2021-03-13,HP,70,1,30,Himachal Pradesh,6864602,229552
1405,2021-03-13,HR,424,4,275,Haryana,25351462,471310
1406,2021-03-13,JH,43,0,37,Jharkhand,32988134,590001
1407,2021-03-13,JK,99,3,102,Jammu and Kashmir,12541302,418880
1408,2021-03-13,KA,921,1,992,Karnataka,61095297,1320923
1409,2021-03-13,KL,2035,12,3256,Kerala,33406061,1321700
1410,2021-03-13,LD,16,0,14,Lakshadweep,"64,473",3864
1411,2021-03-13,MH,15602,88,7467,Maharashtra,112374333,2418105
1412,2021-03-13,ML,6,0,0,Meghalaya,2966889,68628
1413,2021-03-13,MN,1,0,4,Manipur,2855794,79844
1414,2021-03-13,MP,675,2,496,Madhya Pradesh,72626809,1397018
1415,2021-03-13,MZ,0,0,0,Mizoram,1097206,55867
1416,2021-03-13,NL,4,0,0,Nagaland,1978502,47987
1417,2021-03-13,PB,1510,22,1024,Punjab,27743338,359181
1418,2021-03-13,RJ,201,0,114,Rajasthan,68548437,2796674
1419,2021-03-13,SK,1,0,8,Sikkim,610577,46701
1420,2021-03-13,TG,216,2,168,Telangana,35200000,671203
1421,2021-03-13,TN,695,4,512,Tamil Nadu,72147030,1204223
1422,2021-03-13,TN,695,4,512,Tamil Nadu,67900000,1204223
1423,2021-03-13,TR,2,0,10,Tripura,3673917,180199
1424,2021-03-13,TR,2,0,10,Tripura,3600000,180199
1425,2021-03-13,UP,0,0,0,Uttar Pradesh,199812341,2651620
1426,2021-03-13,UT,54,2,106,Uttarakhand,10086292,342819
1427,2021-03-13,WB,276,1,269,West Bengal,91276115,2350319
1428,2021-03-14,AN,1,0,0,Andaman and Nicobar Islands,380581,14217
1429,2021-03-14,AP,298,2,164,Andhra Pradesh,49700000,1086785
1430,2021-03-14,AR,0,0,0,Arunachal Pradesh,1383727,58738
1431,2021-03-14,AS,17,0,17,Assam,31205576,554880
1432,2021-03-14,BR,50,1,44,Bihar,104099452,1370328
1433,2021-03-14,CH,120,0,64,Chandigarh,1055450,44182
1434,2021-03-14,CT,475,4,235,Chhattisgarh,25545198,899871
1435,2021-03-14,DL,407,2,350,Delhi,"16,787,941",619101
1436,2021-03-14,GA,66,1,83,Goa,1458545,67515
1437,2021-03-14,GJ,810,2,586,Gujarat,60439692,2479714
1438,2021-03-14,HP,78,2,60,Himachal Pradesh,6864602,230874
1439,2021-03-14,HR,440,1,296,Haryana,25351462,475325
1440,2021-03-14,JH,61,0,28,Jharkhand,32988134,610647
1441,2021-03-14,JK,105,0,66,Jammu and Kashmir,12541302,419779
1442,2021-03-14,KA,934,3,609,Karnataka,61095297,1340528
1443,2021-03-14,KL,1792,15,3238,Kerala,33406061,1326053
1444,2021-03-14,LD,1,0,6,Lakshadweep,"64,473",3906
1445,2021-03-14,MH,16620,50,8861,Maharashtra,112374333,2425477
1446,2021-03-14,ML,5,0,2,Meghalaya,2966889,68638
1447,2021-03-14,MN,2,0,3,Manipur,2855794,79869
1448,2021-03-14,MP,743,2,513,Madhya Pradesh,72626809,1399368
1449,2021-03-14,MZ,1,0,0,Mizoram,1097206,55977
1450,2021-03-14,NL,0,0,0,Nagaland,1978502,48256
1451,2021-03-14,PB,1492,20,838,Punjab,27743338,361684
1452,2021-03-14,RJ,250,1,125,Rajasthan,68548437,2806686
1453,2021-03-14,SK,0,0,1,Sikkim,610577,46701
1454,2021-03-14,TG,228,1,152,Telangana,35200000,672971
1455,2021-03-14,TN,759,4,547,Tamil Nadu,72147030,1227791
1456,2021-03-14,TN,759,4,547,Tamil Nadu,67900000,1227791
1457,2021-03-14,TR,2,0,0,Tripura,3673917,180521
1458,2021-03-14,TR,2,0,0,Tripura,3600000,180521
1459,2021-03-14,UP,332,3,297,Uttar Pradesh,199812341,2668063
1460,2021-03-14,UT,52,1,24,Uttarakhand,10086292,344881
1461,2021-03-14,WB,283,4,275,West Bengal,91276115,2364048
1462,2021-03-15,AN,0,0,2,Andaman and Nicobar Islands,380581,14588
1463,2021-03-15,AP,147,1,103,Andhra Pradesh,49700000,1164570
1464,2021-03-15,AR,0,0,2,Arunachal Pradesh,1383727,62155
1465,2021-03-15,AS,20,1,26,Assam,31205576,576260
1466,2021-03-15,BR,26,1,35,Bihar,104099452,1452858
1467,2021-03-15,CH,148,0,70,Chandigarh,1055450,46792
1468,2021-03-15,CT,645,7,546,Chhattisgarh,25545198,979458
1469,2021-03-15,DL,368,3,306,Delhi,"16,787,941",644989
1470,2021-03-15,GA,89,1,62,Goa,1458545,73050
1471,2021-03-15,GJ,890,1,594,Gujarat,60439692,2634461
1472,2021-03-15,HP,75,4,74,Himachal Pradesh,6864602,242909
1473,2021-03-15,HR,420,3,300,Haryana,25351462,596586
1474,2021-03-15,JH,67,0,59,Jharkhand,32988134,653845
1475,2021-03-15,JK,94,0,77,Jammu and Kashmir,12541302,461015
1476,2021-03-15,KA,932,7,429,Karnataka,61095297,1511386
1477,2021-03-15,KL,1054,11,3463,Kerala,33406061,1412263
1478,2021-03-15,LD,2,0,16,Lakshadweep,"64,473",4157
1479,2021-03-15,MH,15051,48,10671,Maharashtra,112374333,2643315
1480,2021-03-15,ML,0,0,0,Meghalaya,2966889,71735
1481,2021-03-15,MN,0,0,2,Manipur,2855794,82994
1482,2021-03-15,MP,797,3,510,Madhya Pradesh,72626809,1567518
1483,2021-03-15,MZ,1,0,1,Mizoram,1097206,57981
1484,2021-03-15,NL,0,0,0,Nagaland,1978502,51539
1485,2021-03-15,PB,1818,27,1399,Punjab,27743338,387028
1486,2021-03-15,RJ,251,0,132,Rajasthan,68548437,3002375
1487,2021-03-15,SK,0,0,5,Sikkim,610577,49574
1488,2021-03-15,TG,157,1,166,Telangana,35200000,704366
1489,2021-03-15,TN,836,4,553,Tamil Nadu,72147030,1332592
1490,2021-03-15,TN,836,4,553,Tamil Nadu,67900000,1332592
1491,2021-03-15,TR,0,0,0,Tripura,3673917,202631
1492,2021-03-15,TR,0,0,0,Tripura,3600000,202631
1493,2021-03-15,UP,151,2,162,Uttar Pradesh,199812341,2988841
1494,2021-03-15,UT,60,1,86,Uttarakhand,10086292,371437
1495,2021-03-15,WB,251,3,244,West Bengal,91276115,2600427
1496,2021-03-16,AN,1,0,1,Andaman and Nicobar Islands,380581,14929
1497,2021-03-16,AP,261,0,125,Andhra Pradesh,49700000,1236681
1498,2021-03-16,AR,1,0,0,Arunachal Pradesh,1383727,64239
1499,2021-03-16,AS,22,0,21,Assam,31205576,595386
1500,2021-03-16,BR,49,1,29,Bihar,104099452,1528846
1501,2021-03-16,CH,147,1,113,Chandigarh,1055450,48981
1502,2021-03-16,CT,856,12,281,Chhattisgarh,25545198,1044142
1503,2021-03-16,DL,425,1,257,Delhi,"16,787,941",670653
1504,2021-03-16,GA,94,4,73,Goa,1458545,78490
1505,2021-03-16,GJ,954,2,703,Gujarat,60439692,2787740
1506,2021-03-16,HP,119,1,55,Himachal Pradesh,6864602,273021
1507,2021-03-16,HR,523,2,249,Haryana,25351462,676870
1508,2021-03-16,JH,76,1,54,Jharkhand,32988134,696505
1509,2021-03-16,JK,97,2,59,Jammu and Kashmir,12541302,500833
1510,2021-03-16,KA,1135,6,561,Karnataka,61095297,1624347
1511,2021-03-16,KL,1970,15,2884,Kerala,33406061,1498772
1512,2021-03-16,LD,19,0,41,Lakshadweep,"64,473",4416
1513,2021-03-16,MH,17864,87,9510,Maharashtra,112374333,2786874
1514,2021-03-16,ML,3,0,1,Meghalaya,2966889,75877
1515,2021-03-16,MN,2,0,2,Manipur,2855794,85020
1516,2021-03-16,MP,817,1,554,Madhya Pradesh,72626809,1582141
1517,2021-03-16,MZ,2,0,0,Mizoram,1097206,60712
1518,2021-03-16,NL,0,0,0,Nagaland,1978502,54586
1519,2021-03-16,PB,1463,38,751,Punjab,27743338,413158
1520,2021-03-16,RJ,241,1,151,Rajasthan,68548437,3226597
1521,2021-03-16,SK,7,0,4,Sikkim,610577,51870
1522,2021-03-16,TG,204,2,170,Telangana,35200000,726349
1523,2021-03-16,TN,867,5,561,Tamil Nadu,72147030,1449082
1524,2021-03-16,TN,867,5,561,Tamil Nadu,67900000,1449082
1525,2021-03-16,TR,11,0,3,Tripura,3673917,220979
1526,2021-03-16,TR,11,0,3,Tripura,3600000,220979
1527,2021-03-16,UP,214,2,138,Uttar Pradesh,199812341,3201161
1528,2021-03-16,UT,65,0,47,Uttarakhand,10086292,398942
1529,2021-03-16,WB,255,2,242,West Bengal,91276115,2800616
1530,2021-03-17,AN,3,0,0,Andaman and Nicobar Islands,380581,15125
1531,2021-03-17,AP,253,1,137,Andhra Pradesh,49700000,1311754
1532,2021-03-17,AR,0,0,0,Arunachal Pradesh,1383727,64402
1533,2021-03-17,AS,33,0,19,Assam,31205576,606914
1534,2021-03-17,BR,58,1,40,Bihar,104099452,1593524
1535,2021-03-17,CH,201,0,70,Chandigarh,1055450,50976
1536,2021-03-17,CT,887,6,243,Chhattisgarh,25545198,1126401
1537,2021-03-17,DL,536,3,319,Delhi,"16,787,941",689853
1538,2021-03-17,GA,73,1,59,Goa,1458545,81714
1539,2021-03-17,GJ,1122,3,775,Gujarat,60439692,2834970
1540,2021-03-17,HP,167,0,52,Himachal Pradesh,6864602,282288
1541,2021-03-17,HR,555,4,295,Haryana,25351462,697284
1542,2021-03-17,JH,82,0,60,Jharkhand,32988134,736427
1543,2021-03-17,JK,126,1,90,Jammu and Kashmir,12541302,503250
1544,2021-03-17,KA,1275,4,479,Karnataka,61095297,1858091
1545,2021-03-17,KL,2098,13,2815,Kerala,33406061,1541639
1546,2021-03-17,LD,14,0,2,Lakshadweep,"64,473",4486
1547,2021-03-17,MH,23179,84,9138,Maharashtra,112374333,3009700
1548,2021-03-17,ML,2,0,3,Meghalaya,2966889,79424
1549,2021-03-17,MN,8,0,4,Manipur,2855794,88016
1550,2021-03-17,MP,832,2,500,Madhya Pradesh,72626809,1769200
1551,2021-03-17,MZ,3,0,0,Mizoram,1097206,61753
1552,2021-03-17,NL,0,0,7,Nagaland,1978502,56712
1553,2021-03-17,PB,2013,35,1274,Punjab,27743338,435789
1554,2021-03-17,RJ,313,0,123,Rajasthan,68548437,3565963
1555,2021-03-17,SK,3,0,1,Sikkim,610577,54508
1556,2021-03-17,TG,247,3,158,Telangana,35200000,746797
1557,2021-03-17,TN,945,8,576,Tamil Nadu,72147030,1573008
1558,2021-03-17,TN,945,8,576,Tamil Nadu,67900000,1573008
1559,2021-03-17,TR,1,0,10,Tripura,3673917,230400
1560,2021-03-17,TR,1,0,10,Tripura,3600000,230400
1561,2021-03-17,UP,260,1,157,Uttar Pradesh,199812341,3308090
1562,2021-03-17,UT,110,0,35,Uttarakhand,10086292,417229
1563,2021-03-17,WB,303,1,272,West Bengal,91276115,2933894
1564,2021-03-18,AN,1,0,2,Andaman and Nicobar Islands,380581,15674
1565,2021-03-18,AP,218,0,117,Andhra Pradesh,49700000,1398528
1566,2021-03-18,AR,1,0,0,Arunachal Pradesh,1383727,67978
1567,2021-03-18,AS,33,1,14,Assam,31205576,627630
1568,2021-03-18,BR,107,1,64,Bihar,104099452,1670537
1569,2021-03-18,CH,211,0,75,Chandigarh,1055450,52887
1570,2021-03-18,CT,1066,5,335,Chhattisgarh,25545198,1205965
1571,2021-03-18,DL,607,1,384,Delhi,"16,787,941",718409
1572,2021-03-18,GA,98,1,41,Goa,1458545,84209
1573,2021-03-18,GJ,1276,3,899,Gujarat,60439692,3022869
1574,2021-03-18,HP,171,2,61,Himachal Pradesh,6864602,305579
1575,2021-03-18,HR,633,6,410,Haryana,25351462,767014
1576,2021-03-18,JH,97,0,72,Jharkhand,32988134,769214
1577,2021-03-18,JK,140,1,74,Jammu and Kashmir,12541302,543694
1578,2021-03-18,KA,1488,8,341,Karnataka,61095297,1965507
1579,2021-03-18,KL,1899,15,2119,Kerala,33406061,1628685
1580,2021-03-18,LD,5,0,11,Lakshadweep,"64,473",4775
1581,2021-03-18,MH,25833,58,12174,Maharashtra,112374333,3169281
1582,2021-03-18,ML,3,0,1,Meghalaya,2966889,83654
1583,2021-03-18,MN,2,0,2,Manipur,2855794,89755
1584,2021-03-18,MP,917,1,500,Madhya Pradesh,72626809,1933624
1585,2021-03-18,MZ,3,1,4,Mizoram,1097206,62872
1586,2021-03-18,NL,0,0,0,Nagaland,1978502,59222
1587,2021-03-18,PB,2369,32,1291,Punjab,27743338,464411
1588,2021-03-18,RJ,327,3,152,Rajasthan,68548437,3628780
1589,2021-03-18,SK,2,0,0,Sikkim,610577,57388
1590,2021-03-18,TG,278,3,111,Telangana,35200000,772471
1591,2021-03-18,TN,989,9,569,Tamil Nadu,72147030,1694060
1592,2021-03-18,TN,989,9,569,Tamil Nadu,67900000,1694060
1593,2021-03-18,TR,3,0,2,Tripura,3673917,259434
1594,2021-03-18,TR,3,0,2,Tripura,3600000,259434
1595,2021-03-18,UP,314,2,109,Uttar Pradesh,199812341,3733558
1596,2021-03-18,UT,88,0,61,Uttarakhand,10086292,445867
1597,2021-03-18,WB,323,2,268,West Bengal,91276115,3062022
1598,2021-03-19,AN,2,0,0,Andaman and Nicobar Islands,380581,16132
1599,2021-03-19,AP,246,1,131,Andhra Pradesh,49700000,1488851
1600,2021-03-19,AR,0,0,0,Arunachal Pradesh,1383727,70612
1601,2021-03-19,AS,19,0,23,Assam,31205576,647134
1602,2021-03-19,BR,90,1,58,Bihar,104099452,1737176
1603,2021-03-19,CH,214,1,82,Chandigarh,1055450,54871
1604,2021-03-19,CT,1097,9,360,Chhattisgarh,25545198,1270264
1605,2021-03-19,DL,716,4,471,Delhi,"16,787,941",738615
1606,2021-03-19,GA,100,2,60,Goa,1458545,87454
1607,2021-03-19,GJ,1415,4,948,Gujarat,60439692,3207358
1608,2021-03-19,HP,182,3,98,Himachal Pradesh,6864602,322657
1609,2021-03-19,HR,872,1,448,Haryana,25351462,826978
1610,2021-03-19,JH,105,1,75,Jharkhand,32988134,802902
1611,2021-03-19,JK,152,1,72,Jammu and Kashmir,12541302,565278
1612,2021-03-19,KA,1587,10,869,Karnataka,61095297,2200075
1613,2021-03-19,KL,1984,17,1965,Kerala,33406061,1707058
1614,2021-03-19,LD,3,0,19,Lakshadweep,"64,473",4907
1615,2021-03-19,MH,25681,70,14400,Maharashtra,112374333,3361196
1616,2021-03-19,ML,3,0,4,Meghalaya,2966889,87480
1617,2021-03-19,MN,1,0,5,Manipur,2855794,92362
1618,2021-03-19,MP,1140,7,556,Madhya Pradesh,72626809,1945523
1619,2021-03-19,MZ,0,0,0,Mizoram,1097206,63874
1620,2021-03-19,NL,0,0,5,Nagaland,1978502,60714
1621,2021-03-19,PB,2470,38,1339,Punjab,27743338,495405
1622,2021-03-19,RJ,402,2,302,Rajasthan,68548437,3874111
1623,2021-03-19,SK,3,0,2,Sikkim,610577,59901
1624,2021-03-19,TG,313,2,142,Telangana,35200000,794400
1625,2021-03-19,TN,1087,9,610,Tamil Nadu,72147030,1806561
1626,2021-03-19,TN,1087,9,610,Tamil Nadu,67900000,1806561
1627,2021-03-19,TR,10,0,1,Tripura,3673917,289737
1628,2021-03-19,TR,10,0,1,Tripura,3600000,289737
1629,2021-03-19,UP,380,4,123,Uttar Pradesh,199812341,4050385
1630,2021-03-19,UT,99,0,69,Uttarakhand,10086292,473615
1631,2021-03-19,WB,347,1,290,West Bengal,91276115,3340927
1632,2021-03-20,AN,0,0,0,Andaman and Nicobar Islands,380581,16860
1633,2021-03-20,AP,380,2,204,Andhra Pradesh,49700000,1593730
1634,2021-03-20,AR,0,0,0,Arunachal Pradesh,1383727,72986
1635,2021-03-20,AS,27,0,18,Assam,31205576,666037
1636,2021-03-20,BR,88,1,51,Bihar,104099452,1820782
1637,2021-03-20,CH,203,1,82,Chandigarh,1055450,56667
1638,2021-03-20,CT,1273,11,322,Chhattisgarh,25545198,1350241
1639,2021-03-20,DL,813,2,567,Delhi,"16,787,941",770679
1640,2021-03-20,GA,154,0,56,Goa,1458545,90583
1641,2021-03-20,GJ,1565,6,969,Gujarat,60439692,3438103
1642,2021-03-20,HP,148,1,67,Himachal Pradesh,6864602,332409
1643,2021-03-20,HR,821,3,368,Haryana,25351462,850544
1644,2021-03-20,JH,123,0,54,Jharkhand,32988134,909085
1645,2021-03-20,JK,140,1,100,Jammu and Kashmir,12541302,580982
1646,2021-03-20,KA,1798,7,1030,Karnataka,61095297,2395513
1647,2021-03-20,KL,2078,15,2211,Kerala,33406061,1783490
1648,2021-03-20,LD,0,0,27,Lakshadweep,"64,473",5115
1649,2021-03-20,MH,27126,92,13588,Maharashtra,112374333,3537842
1650,2021-03-20,ML,4,1,6,Meghalaya,2966889,89454
1651,2021-03-20,MN,6,0,2,Manipur,2855794,95224
1652,2021-03-20,MP,1308,2,571,Madhya Pradesh,72626809,2240111
1653,2021-03-20,MZ,1,0,0,Mizoram,1097206,64623
1654,2021-03-20,NL,0,0,0,Nagaland,1978502,61395
1655,2021-03-20,PB,2578,38,1011,Punjab,27743338,530370
1656,2021-03-20,RJ,445,0,256,Rajasthan,68548437,4113802
1657,2021-03-20,SK,5,0,1,Sikkim,610577,61733
1658,2021-03-20,TG,364,2,189,Telangana,35200000,819182
1659,2021-03-20,TN,1243,8,634,Tamil Nadu,72147030,1932072
1660,2021-03-20,TN,1243,8,634,Tamil Nadu,67900000,1932072
1661,2021-03-20,TR,5,0,1,Tripura,3673917,315691
1662,2021-03-20,TR,5,0,1,Tripura,3600000,315691
1663,2021-03-20,UP,441,1,136,Uttar Pradesh,199812341,4198563
1664,2021-03-20,UT,83,0,50,Uttarakhand,10086292,490078
1665,2021-03-20,WB,383,2,298,West Bengal,91276115,3523151
1666,2021-03-21,AN,1,0,0,Andaman and Nicobar Islands,380581,16884
1667,2021-03-21,AP,368,0,263,Andhra Pradesh,49700000,1601981
1668,2021-03-21,AR,0,0,0,Arunachal Pradesh,1383727,73178
1669,2021-03-21,AS,25,0,12,Assam,31205576,669585
1670,2021-03-21,BR,126,2,74,Bihar,104099452,1845305
1671,2021-03-21,CH,239,1,83,Chandigarh,1055450,56791
1672,2021-03-21,CT,1000,10,241,Chhattisgarh,25545198,1357938
1673,2021-03-21,DL,823,1,613,Delhi,"16,787,941",771827
1674,2021-03-21,GA,98,3,79,Goa,1458545,90667
1675,2021-03-21,GJ,1580,7,989,Gujarat,60439692,3644873
1676,2021-03-21,HP,141,1,83,Himachal Pradesh,6864602,333857
1677,2021-03-21,HR,867,5,337,Haryana,25351462,856523
1678,2021-03-21,JH,83,1,48,Jharkhand,32988134,1073070
1679,2021-03-21,JK,158,1,58,Jammu and Kashmir,12541302,582819
1680,2021-03-21,KA,1715,2,1048,Karnataka,61095297,2426502
1681,2021-03-21,KL,1875,13,2251,Kerala,33406061,1788856
1682,2021-03-21,LD,18,0,20,Lakshadweep,"64,473",5121
1683,2021-03-21,MH,30535,99,11314,Maharashtra,112374333,3568351
1684,2021-03-21,ML,0,0,0,Meghalaya,2966889,89511
1685,2021-03-21,MN,3,0,2,Manipur,2855794,95577
1686,2021-03-21,MP,1322,3,663,Madhya Pradesh,72626809,2293365
1687,2021-03-21,MZ,1,0,0,Mizoram,1097206,64631
1688,2021-03-21,NL,0,0,0,Nagaland,1978502,61609
1689,2021-03-21,PB,2644,44,1331,Punjab,27743338,540854
1690,2021-03-21,RJ,476,2,199,Rajasthan,68548437,4152271
1691,2021-03-21,SK,2,0,1,Sikkim,610577,61810
